K,west_germany_learning_set,west_germany_expected,west_germany_result,usa_learning_set,usa_expected,usa_result,france_learning_set,france_expected,france_result,uk_learning_set,uk_expected,uk_result,canada_learning_set,canada_expected,canada_result,japan_learning_set,japan_expected,japan_result,west_germany_recall,west_germany_precision,west_germany_f1,usa_recall,usa_precision,usa_f1,france_recall,france_precision,france_f1,uk_recall,uk_precision,uk_f1,canada_recall,canada_precision,canada_f1,japan_recall,japan_precision,japan_f1,accuracy,recall,precision,f1
1,264,66,3,8717,2161,2674,0,0,0,740,198,2,694,155,9,377,121,13,0.030303030303030304,0.6666666666666666,0.058411966545142614,0.999074502545118,0.8074046372475692,0.8926635521378088,0.0,0.0,0.0,0.0,0.0,0.0,0.05806451612903226,1.0,0.1083319062902219,0.0743801652892562,0.6923076923076923,0.13620263362595844,0.8067382450944095,0.7279426472067788,0.7506740658501398,0.8067382450944095
2,264,66,8,8717,2161,2667,0,0,0,740,198,0,694,155,11,377,121,15,0.030303030303030304,0.25,0.05841099564197117,0.998149005090236,0.8087739032620922,0.8920674299076734,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.9090909090909091,0.1194733955019199,0.0743801652892562,0.6,0.13619735484476128,0.8063680118474639,0.72810481228503,0.7322360221615964,0.8063680118474639
3,264,66,8,8717,2161,2667,0,0,0,740,198,1,694,155,11,377,121,14,0.030303030303030304,0.25,0.058411966545142614,0.998149005090236,0.8087739032620922,0.8922939387231517,0.0,0.0,0.0,0.005050505050505051,1.0,0.010038167147690968,0.06451612903225806,0.9090909090909091,0.11947745747145343,0.0743801652892562,0.6428571428571429,0.13620263362595844,0.8067382450944095,0.7290223891317177,0.8074621288945525,0.8067382450944095
5,264,66,8,8717,2161,2669,0,0,0,740,198,0,694,155,11,377,121,13,0.030303030303030304,0.25,0.05840905125555303,0.998149005090236,0.8081678531285126,0.8916141333250003,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.9090909090909091,0.11946526119300556,0.05785123966942149,0.5384615384615384,0.10795065963154182,0.8056275453535727,0.7264762253974545,0.7289943234630333,0.8056275453535727
8,264,66,2,8717,2161,2660,0,0,0,740,198,0,694,155,12,377,121,27,0.030303030303030304,1.0,0.058424510574783116,0.998611753817677,0.8112781954887218,0.8954161922528339,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.8333333333333334,0.11952995065027129,0.18181818181818182,0.8148148148148148,0.29707935217185066,0.811551277304702,0.7379948734246189,0.7578420731989586,0.811551277304702
12,264,66,1,8717,2161,2655,0,0,0,740,198,0,694,155,12,377,121,33,0.015151515151515152,1.0,0.029747647126678566,0.997686256362795,0.8120527306967985,0.8950439515360785,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.8333333333333334,0.11952995065027129,0.2066115702479339,0.7575757575757576,0.32936947983062714,0.811551277304702,0.7384428631581357,0.7558975506734968,0.811551277304702
15,264,66,0,8717,2161,2654,0,0,0,740,198,1,694,155,12,377,121,34,0.0,0.0,0.0,0.997686256362795,0.8123587038432555,0.8950439515360785,0.0,0.0,0.0,0.005050505050505051,1.0,0.010038537542619134,0.06451612903225806,0.8333333333333334,0.11952995065027129,0.2066115702479339,0.7352941176470589,0.32936947983062714,0.811551277304702,0.7384518545402452,0.8040149625720977,0.811551277304702
20,264,66,0,8717,2161,2654,0,0,0,740,198,1,694,155,12,377,121,34,0.0,0.0,0.0,0.997686256362795,0.8123587038432555,0.8950439515360785,0.0,0.0,0.0,0.005050505050505051,1.0,0.010038537542619134,0.06451612903225806,0.8333333333333334,0.11952995065027129,0.2066115702479339,0.7352941176470589,0.32936947983062714,0.811551277304702,0.7384518545402452,0.8040149625720977,0.811551277304702
30,264,66,0,8717,2161,2654,0,0,0,740,198,0,694,155,13,377,121,34,0.0,0.0,0.0,0.997686256362795,0.8123587038432555,0.8948187397608303,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.7692307692307693,0.11952593319967812,0.2066115702479339,0.7352941176470589,0.32933897714017724,0.8111810440577564,0.7375341845624087,0.7270301801078632,0.8111810440577564
50,264,66,0,8717,2161,2654,0,0,0,740,198,0,694,155,13,377,121,34,0.0,0.0,0.0,0.997686256362795,0.8123587038432555,0.8948187397608303,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.7692307692307693,0.11952593319967812,0.2066115702479339,0.7352941176470589,0.32933897714017724,0.8111810440577564,0.7375341845624087,0.7270301801078632,0.8111810440577564
